0,1,2,3
137,ДОЛЯ ВЫПУСКНИКОВ КЛАССОВ ПОЛУЧИВШИХ АТТЕСТАТ О СРЕДНЕМ ПОЛНОМ ОБЩЕМ ОБРАЗОВАНИИ В ОБЩЕМ ЧИСЛЕ ВЫПУСКНИКОВ КЛАССОВ БЕЗ УЧЕТА ОБУЧАЮЩИХСЯ ВЕЧЕРНИХ СМЕННЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ШКОЛ,"['доля_NOUN', 'выпускник_NOUN', 'класс_NOUN', 'получение_NOUN', 'аттестат_NOUN', 'среднее_NOUN', 'полный_ADJ', 'общий_ADJ', 'образование_NOUN', 'общий_ADJ', 'число_NOUN', 'выпускник_NOUN', 'класс_NOUN', 'учет_NOUN', 'обучающийся_NOUN', 'вечерний_ADJ', 'сменный_ADJ', 'общеобразовательный_ADJ', 'школа_NOUN']",37
147,ДОЛЯ УЧИТЕЛЕЙ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ АТТЕСТОВАННЫХ НА ПЕРВУЮ ВЫСШУЮ КВАЛИФИКАЦИОННЫЕ КАТЕГОРИИ ОТ ЧИСЛА УЧИТЕЛЕЙ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ПОДЛЕЖАЩИХ АТТЕСТАЦИИ,"['доля_NOUN', 'учитель_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN', 'аттестовать_VERB', 'первый_ADJ', 'высокий_ADJ', 'квалификация_NOUN', 'категория_NOUN', 'число_NOUN', 'учитель_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN', 'подлежать_VERB', 'аттестация_NOUN']",-1
150,СОСТОЯНИЕ ПРЕСТУПНОСТИ СРЕДИ ОБУЧАЮЩИХСЯ ШКОЛ,"['состояние_NOUN', 'преступность_NOUN', 'среди_ADP', 'обучающийся_NOUN', 'школа_NOUN']",-1
173,ЧИСЛО ПЕРСОНАЛЬНЫХ КОМПЬЮТЕРОВ В СОСТАВЕ ШКОЛЬНЫХ ЛОКАЛЬНО ВЫЧИСЛИТЕЛЬНЫХ СЕТЕЙ НА ОБУЧАЮЩИХСЯ В ШКОЛАХ,"['число_NOUN', 'персональный_ADJ', 'компьютер_NOUN', 'состав_NOUN', 'школьный_ADJ', 'локально_ADV', 'вычислительный_ADJ', 'сеть_NOUN', 'обученность_NOUN', 'школа_NOUN']",-1
174,УКОМПЛЕКТОВАННОСТЬ ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ ПЕДАГОГИЧЕСКИМИ КАДРАМИ ИМЕЮЩИМИ ВЫСШЕЕ ОБРАЗОВАНИЕ,"['укомплектованность_NOUN', 'общеобразовательный_ADJ', 'учреждение_NOUN', 'педагогический_ADJ', 'кадр_NOUN', 'иметь_VERB', 'высокий_ADJ', 'образование_NOUN']",73
192,ДОЛЯ МУНИЦИПАЛЬНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ ОТВЕЧАЮЩИХ ТРЕБОВАНИЯМ И НОРМА ТМ В КОТОРЫХ УЛУЧШЕНЫ УСЛОВИЯ УЧЕБНО ВОСПИТАТЕЛЬНОГО ПРОЦЕССА,"['доля_NOUN', 'муниципальный_ADJ', 'общеобразовательный_ADJ', 'учреждение_NOUN', 'отвечать_VERB', 'требование_NOUN', 'норма_NOUN', 'тм_NOUN', 'который_DET', 'улучшение_NOUN', 'условие_NOUN', 'учеба_NOUN', 'воспитанность_NOUN', 'процесс_NOUN']",-1
201,ДОЛЯ ДЕТЕЙ В ВОЗРАСТЕ ОТ ДО ОБУЧАЮЩИХСЯ ПО ДОПОЛНИТЕЛЬНЫМ ОБЩЕОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ В ОБЩЕЙ ЧИСЛЕННОСТИ ДЕТЕЙ ЭТОГО ВОЗРАСТА,"['доля_NOUN', 'ребенок_NOUN', 'возраст_NOUN', 'обучающийся_NOUN', 'дополнительный_ADJ', 'общеобразовательный_ADJ', 'программа_NOUN', 'общий_ADJ', 'численность_NOUN', 'ребенок_NOUN', 'возраст_NOUN']",107
203,УВЕЛИЧЕНИЕ ДОЛИ ДЕТЕЙ ОТ ДО ЛЕТ ОХВАЧЕННЫХ ОСНОВНОЙ ОБЩЕОБРАЗОВАТЕЛЬНОЙ ПРОГРАММОЙ В ОБЩЕЙ ЧИСЛЕННОСТИ ГРАЖДАН ПОДЛЕЖАЩИХ ОБУЧЕНИЮ,"['увеличение_NOUN', 'доля_NOUN', 'ребенок_NOUN', 'год_NOUN', 'охватывать_VERB', 'основание_NOUN', 'общеобразовательный_ADJ', 'программа_NOUN', 'общий_ADJ', 'численность_NOUN', 'гражданин_NOUN', 'подлежать_VERB', 'обучение_NOUN']",-1
217,ПРОВЕДЕНИЕ УЧЕТА НЕСОВЕРШЕННОЛЕТНИХ НЕ ПОСЕЩАЮЩИХ ИЛИ СИСТЕМАТИЧЕСКИ ПРОПУСКАЮЩИХ ПО НЕУВАЖИТЕЛЬНЫМ ПРИЧИНАМ ЗАНЯТИЯ В ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЯХ,"['проведение_NOUN', 'учет_NOUN', 'совершеннолетняя_NOUN', 'посещать_VERB', 'систематически_ADV', 'пропуск_NOUN', 'неуважительный_ADJ', 'причина_NOUN', 'занятие_NOUN', 'общеобразовательный_ADJ', 'учреждение_NOUN']",-1
278,ЧИСЛЕННОСТЬ ШКОЛ ДЛЯ КОТОРЫХ ПРИОБРЕТЕНО ЛИЦЕНЗИОННОЕ ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ,"['численность_NOUN', 'школа_NOUN', 'который_DET', 'приобретение_NOUN', 'лицензия_NOUN', 'программа_NOUN', 'обеспечение_NOUN']",-1
290,ДОЛЯ ОБУЧАЮЩИХСЯ КЛАССОВ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ПОДТВЕРДИВШИХ ГОДОВУЮ ОТМЕТКУ ПО ПРЕДМЕТУ В ХОДЕ ДИАГНОСТИЧЕСКИХ РАБОТ В РАМКАХ МОНИТОРИНГА КАЧЕСТВА ОБЩЕГО ОБРАЗОВАНИЯ В ОБЩЕЙ ЧИСЛЕННОСТИ ОБУЧАЮЩИХСЯ КЛАССОВ ВЫПОЛНЯВШИХ ДИАГНОСТИЧЕСКИЕ РАБОТЫ,"['доля_NOUN', 'обучающийся_NOUN', 'класс_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN', 'подтвердить_VERB', 'годовой_ADJ', 'отметка_NOUN', 'предмет_NOUN', 'ход_NOUN', 'диагностический_ADJ', 'работа_NOUN', 'рамка_NOUN', 'мониторинг_NOUN', 'качество_NOUN', 'общий_ADJ', 'образование_NOUN', 'общий_ADJ', 'численность_NOUN', 'обучающийся_NOUN', 'класс_NOUN', 'выполнять_VERB', 'диагностический_ADJ', 'работа_NOUN']",-1
306,КОЛИЧЕСТВО УЧИТЕЛЕЙ РОДНЫХ ЯЗЫКОВ УСПЕШНО ПРОШЕДШИХ ПОВЫШЕНИЕ КВАЛИФИКАЦИИ И ПЕРЕПОДГОТОВКУ,"['количество_NOUN', 'учитель_NOUN', 'родные_NOUN', 'язык_NOUN', 'успешно_ADV', 'проходить_VERB', 'повышение_NOUN', 'квалификация_NOUN', 'переподготовка_NOUN']",-1
328,ДОЛЯ НАСЕЛЕНИЯ УЧАСТВУЮЩЕГО В КОЛЛЕКТИВАХ НАРОДНОГО ТВОРЧЕСТВА И ШКОЛАХ ИСКУССТВ,"['доля_NOUN', 'население_NOUN', 'участвующий_NOUN', 'коллектив_NOUN', 'народ_NOUN', 'творчество_NOUN', 'школа_NOUN', 'искусство_NOUN']",28
336,УВЕЛИЧЕНИЕ ДОЛИ ВЫПУСКНИКОВ КЛАССОВ И ОБУЧАЮЩИХСЯ В ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЯХ ГОРОДА ПОЛУЧИВШИХ ПРОФОРИЕНТАЦИОННЫЕ УСЛУГИ В СООТВЕТСТВИИ С ПРОФОРИЕНТАЦИОННОЙ ПРОГРАММОЙ,"['увеличение_NOUN', 'доля_NOUN', 'выпускник_NOUN', 'класс_NOUN', 'обученность_NOUN', 'общеобразовательный_ADJ', 'учреждение_NOUN', 'город_NOUN', 'получение_NOUN', 'профориентация_NOUN', 'услуга_NOUN', 'соответствие_NOUN', 'профориентация_NOUN', 'программа_NOUN']",-1
365,УДЕЛЬНЫЙ ВЕС МУНИЦИПАЛЬНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ДЛЯ КОТОРЫХ РАСЧЕТ СУБСИДИИ НА ВЫПОЛНЕНИЕ МУНИЦИПАЛЬНОГО ЗАДАНИЯ НА ОКАЗАНИЕ МУНИЦИПАЛЬНЫХ УСЛУГ ОСУЩЕСТВЛЯЕТСЯ НА ОСНОВЕ ЕДИНЫХ ГРУППОВЫХ ЗНАЧЕНИЙ НОРМАТИВНЫХ ЗАТРАТ С ИСПОЛЬЗОВАНИЕМ КОРРЕКТИРУЮЩИХ ПОКАЗАТЕЛЕЙ,"['удельный_ADJ', 'вес_NOUN', 'муниципальный_ADJ', 'общеобразовательный_ADJ', 'организация_NOUN', 'который_DET', 'расчет_NOUN', 'субсидия_NOUN', 'выполнение_NOUN', 'муниципальный_ADJ', 'задание_NOUN', 'оказание_NOUN', 'муниципальный_ADJ', 'услуга_NOUN', 'осуществляться_VERB', 'основа_NOUN', 'единый_ADJ', 'группа_NOUN', 'значение_NOUN', 'норматив_NOUN', 'затрата_NOUN', 'использование_NOUN', 'корректировать_VERB', 'показатель_NOUN']",-1
366,УДЕЛЬНЫЙ ВЕС ООО В КОТОРЫХ ОЦЕНКА ДЕЯТЕЛЬНОСТИ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ИХ РУКОВОДИТЕЛЕЙ И ОСНОВНЫХ КАТЕГОРИЙ РАБОТНИКОВ ОСУЩЕСТВЛЯЕТСЯ НА ОСНОВАНИИ ПОКАЗАТЕЛЕЙ ЭФФЕКТИВНОСТИ ДЕЯТЕЛЬНОСТИ ПОДВЕДОМСТВЕННЫХ ГОСУДАРСТВЕННЫХ МУНИЦИПАЛЬНЫХ ОРГАНИЗАЦИЙ ОБЩЕГО ОБРАЗОВАНИЯ ОТ ОБЩЕГО КОЛИЧЕСТВА ОМСК,"['удельный_ADJ', 'вес_NOUN', 'ооо_NOUN', 'который_DET', 'оценка_NOUN', 'деятельность_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN', 'руководитель_NOUN', 'основание_NOUN', 'категория_NOUN', 'работник_NOUN', 'осуществляться_VERB', 'основание_NOUN', 'показатель_NOUN', 'эффективность_NOUN', 'деятельность_NOUN', 'подведомственный_ADJ', 'государство_NOUN', 'муниципальный_ADJ', 'организация_NOUN', 'общий_ADJ', 'образование_NOUN', 'общий_ADJ', 'количество_NOUN']",-1
375,ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ,"['педагогический_ADJ', 'работник_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN']",112
444,ДОЛЯ ДЕТЕЙ ОБУЧАЮЩИХСЯ В МУНИЦИПАЛЬНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЯХ И ПРОЖИВАЮЩИХ В ПОСЕЛКАХ КОТОРЫМ В ТЕЧЕНИЕ УЧЕБНОГО ГОДА ОБЕСПЕЧЕН ПРОЕЗД ОТ МЕСТА ЖИТЕЛЬСТВА К МЕСТУ УЧЁБЫ И ОБРАТНО СПЕЦИАЛИЗИРОВАННЫМИ АВТОТРАНСПОРТНЫМИ СРЕДСТВАМИ,"['доля_NOUN', 'ребенок_NOUN', 'обученность_NOUN', 'муниципальный_ADJ', 'общеобразовательный_ADJ', 'учреждение_NOUN', 'проживание_NOUN', 'поселок_NOUN', 'который_DET', 'течение_NOUN', 'учеба_NOUN', 'год_NOUN', 'обеспеченность_NOUN', 'проезд_NOUN', 'место_NOUN', 'жительство_NOUN', 'место_NOUN', 'учеба_NOUN', 'обратно_ADV', 'специализированный_ADJ', 'автотранспортный_ADJ', 'средство_NOUN']",-1
459,ДОЛЯ ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ В КОТОРЫХ ПРОВОДИЛИСЬ ВНЕКЛАССНЫЕ МЕРОПРИЯТИЯ ПО ПРОПАГАНДЕ ЗДОРОВОГО ПИТАНИЯ,"['доля_NOUN', 'общеобразовательный_ADJ', 'учреждение_NOUN', 'который_DET', 'проводы_NOUN', 'внеклассный_ADJ', 'мероприятие_NOUN', 'пропаганда_NOUN', 'здоровый_ADJ', 'питание_NOUN']",-1
468,ЧИСЛО ПРЕТЕНДЕНТОВ НА ОДНО ДЕНЕЖНОЕ ВОЗНАГРАЖДЕНИЕ ШКОЛЕ ПОБЕДИТЕЛЮ КРАЕВОГО КОНКУРСА НОВАЯ ШКОЛА АЛТАЯ,"['число_NOUN', 'претендент_NOUN', 'денежный_ADJ', 'вознаграждение_NOUN', 'школа_NOUN', 'победитель_NOUN', 'краевой_ADJ', 'конкурс_NOUN', 'школа_NOUN']",-1
476,УЛУЧШЕНИЕ КАЧЕСТВА ОБРАЗОВАНИЯ В УЧРЕЖДЕНИЯХ РЕАЛИЗУЮЩИХ ПРЕД ПРОФЕССИОНАЛЬНЫЕ ОБЩЕОБРАЗОВАТЕЛЬНЫЕ ПРОГРАММЫ В ОБЛАСТИ ИСКУССТВ,"['улучшение_NOUN', 'качество_NOUN', 'образование_NOUN', 'учреждение_NOUN', 'реализовать_VERB', 'пред_ADP', 'профессиональный_ADJ', 'общеобразовательный_ADJ', 'программа_NOUN', 'область_NOUN', 'искусство_NOUN']",-1
478,ДОЛЯ ОХВАТА ГОРЯЧИМ ПИТАНИЕМ ГОРЯЧИМИ ЗАВТРАКАМИ ОБУЧАЮЩИХСЯ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ,"['доля_NOUN', 'охват_NOUN', 'питание_NOUN', 'завтрак_NOUN', 'обучающийся_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN']",-1
490,ДОЛЯ ОБУЧАЮЩИХСЯ НЕ ПРЕОДОЛЕВШИХ НА ЕГЭ И МИНИМАЛЬНЫЙ ПОРОГ ОТ ОБЩЕГО КОЛИЧЕСТВА УЧАСТНИКОВ ЕГЭ И МУНИЦИПАЛЬНЫХ БЮДЖЕТНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ,"['доля_NOUN', 'обучающийся_NOUN', 'преодолевать_VERB', 'егэ_NOUN', 'минимальный_ADJ', 'порог_NOUN', 'общий_ADJ', 'количество_NOUN', 'участник_NOUN', 'егэ_NOUN', 'муниципальный_ADJ', 'бюджет_NOUN', 'общеобразовательный_ADJ', 'организация_NOUN']",6
498,УДОВЛЕТВОРЕННОСТЬ НАСЕЛЕНИЯ КАЧЕСТВОМ ОБЩЕГО ОБРАЗОВАНИЯ ПРОЦЕНТ ОТ ЧИСЛА ОПРОШЕННЫХ,"['удовлетворенность_NOUN', 'население_NOUN', 'качество_NOUN', 'общий_ADJ', 'образование_NOUN', 'процент_NOUN', 'число_NOUN', 'опрашивать_VERB']",56
503,ПРОВЕДЕНИЕ ЭТАПА ВСЕРОССИЙСКОЙ ОЛИМПИАДЫ ШКОЛЬНИКОВ,"['проведение_NOUN', 'этап_NOUN', 'всероссийский_ADJ', 'олимпиада_NOUN', 'школьник_NOUN']",-1
515,УДОВЛЕТВОРЕННОСТЬ ПОТРЕБИТЕЛЕЙ РОДИТЕЛЕЙ И ДЕТЕЙ КАЧЕСТВОМ ОКАЗАНИЯ УСЛУГ ПО ПРЕДОСТАВЛЕНИЮ ОБЩЕГО ОБРАЗОВАНИЯ,"['удовлетворенность_NOUN', 'потребитель_NOUN', 'родитель_NOUN', 'ребенок_NOUN', 'качество_NOUN', 'оказание_NOUN', 'услуга_NOUN', 'предоставление_NOUN', 'общий_ADJ', 'образование_NOUN']",49
516,ДОЛЯ РУКОВОДИТЕЛЕЙ МУНИЦИПАЛЬНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ МО РАЙОН С КОТОРЫМИ ЗАКЛЮЧЕНЫ ЭФФЕКТИВНЫЕ КОНТРАКТЫ,"['доля_NOUN', 'руководитель_NOUN', 'муниципальный_ADJ', 'общеобразовательный_ADJ', 'организация_NOUN', 'мо_NOUN', 'район_NOUN', 'который_DET', 'заключенная_NOUN', 'эффект_NOUN', 'контракт_NOUN']",23
522,СОХРАНЕНИЕ УРОВНЯ ЗАРАБОТНОЙ ПЛАТЫ УЧИТЕЛЕЙ МУНИЦИПАЛЬНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ,"['сохранение_NOUN', 'уровень_NOUN', 'заработный_ADJ', 'плата_NOUN', 'учитель_NOUN', 'муниципальный_ADJ', 'общеобразовательный_ADJ', 'учреждение_NOUN']",83
538,ДОЛЯ УЧАЩИХСЯ УЧАСТНИКОВ ГОРОДСКИХ ПРЕДМЕТНЫХ ОЛИМПИАД ШКОЛЬНИКОВ НАУЧНО ПРАКТИЧЕСКИХ КОНФЕРЕНЦИЙ КОНКУРСОВ,"['доля_NOUN', 'учащийся_NOUN', 'участник_NOUN', 'город_NOUN', 'предмет_NOUN', 'олимпиада_NOUN', 'школьник_NOUN', 'научно_ADV', 'практический_ADJ', 'конференция_NOUN', 'конкурс_NOUN']",39
540,ОХВАТ ШКОЛЬНИКОВ МЕРОПРИЯТИЯМИ ПО ПРОФИЛАКТИКЕ АСОЦИАЛЬНОГО ПОВЕДЕНИЯ СРЕДИ ШКОЛЬНИКОВ,"['охват_NOUN', 'школьник_NOUN', 'мероприятие_NOUN', 'профилактика_NOUN', 'асоциальный_ADJ', 'поведение_NOUN', 'среди_ADP', 'школьник_NOUN']",-1
541,ДОЛЯ УЧИТЕЛЕЙ УЧАСТНИКОВ КОНКУРСА ПРОФЕССИОНАЛЬНОГО МАСТЕРСТВА ПЕДАГОГ ГОДА,"['доля_NOUN', 'учитель_NOUN', 'участник_NOUN', 'конкурс_NOUN', 'профессиональный_ADJ', 'мастерство_NOUN', 'педагог_NOUN', 'год_NOUN']",53
549,ПОКАЗАТЕЛЬ ДОЛЯ ШКОЛЬНИКОВ ОБУЧАЮЩИХСЯ ПО ФЕДЕРАЛЬНЫМ ГОСУДАРСТВЕННЫМ ОБРАЗОВАТЕЛЬНЫМ СТАНДАРТАМ В ОБЩЕЙ ЧИСЛЕННОСТИ БЕЗ УЧЕТА СПЕЦ КОРРЕКЦИИ,"['показатель_NOUN', 'доля_NOUN', 'школьник_NOUN', 'обучающийся_NOUN', 'федеральный_ADJ', 'государство_NOUN', 'образование_NOUN', 'стандарт_NOUN', 'общий_ADJ', 'численность_NOUN', 'учет_NOUN', 'спец_NOUN', 'коррекция_NOUN']",-1
606,КОЛИЧЕСТВО ОБУЧАЮЩИХСЯ МУНИЦИПАЛЬНЫХ ОБЩЕОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ КОТОРЫМ ПРЕДОСТАВЛЕНА ВОЗМОЖНОСТЬ ИСПОЛЬЗОВАНИЯ ОБОРУДОВАННОЙ СПОРТИВНОЙ ПЛОЩАДКИ ДЛЯ СДАЧИ НОРМАТИВОВ ВСЕРОССИЙСКОГО ФИЗКУЛЬТУРНО СПОРТИВНОГО КОМПЛЕКСА ГОТОВ К ТРУДУ И ОБОРОНЕ,"['количество_NOUN', 'обучающийся_NOUN', 'муниципальный_ADJ', 'общеобразовательный_ADJ', 'организация_NOUN', 'который_DET', 'предоставление_NOUN', 'возможность_NOUN', 'использование_NOUN', 'оборудование_NOUN', 'спорт_NOUN', 'площадка_NOUN', 'сдача_NOUN', 'норматив_NOUN', 'всероссийский_ADJ', 'физкультура_NOUN', 'спорт_NOUN', 'комплекс_NOUN', 'готовый_ADJ', 'труд_NOUN', 'оборона_NOUN']",-1
623,УДОВЛЕТВОРЕННОСТЬ ПОТРЕБИТЕЛЕЙ РОДИТЕЛЕЙ И ДЕТЕЙ КАЧЕСТВОМ ОКАЗАНИЯ УСЛУГ ПО ПРЕДОСТАВЛЕНИЮ ОБЩЕГО ОБРАЗОВАНИЯ,"['удовлетворенность_NOUN', 'потребитель_NOUN', 'родитель_NOUN', 'ребенок_NOUN', 'качество_NOUN', 'оказание_NOUN', 'услуга_NOUN', 'предоставление_NOUN', 'общий_ADJ', 'образование_NOUN']",49
